,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
15854,15854,15854,15854,False,,0,"Drama,Action,Thriller,Crime",http://www.imdb.com/title/tt0040843/,36814,tt0040843,English,The Street with No Name,"After two gang-related killings in ""Center City,"" a suspect (who was framed) is arrested, released on bail...and murdered. Inspector Briggs of the FBI recruits a young agent, Gene Cordell, to go undercover in the shadowy Skid Row area (alias George Manly) as a potential victim of the same racket. Soon, Gene meets Alec Stiles, neurotic mastermind who's ""building an organization along scientific lines."" Stiles recruits Cordell, whose job becomes a lot more dangerous",0.819833,http://img.omdbapi.com/?i=tt0040843&h=600&apikey=f3f2af9c,Twentieth_Century_Fox_Film_Corporation,United_States_of_America,1948-07-14,0.0,91.0,English,Released,Counter Attack!,The Street with No Name,False,6.2,12.0,1948,"Gene_Cordell_/_George_Manly-Mark_Stevens,Alec_Stiles-Richard_Widmark,Insp._George_A._Briggs-Lloyd_Nolan,Judy_Stiles-Barbara_Lawrence,Chief_Bernard_Harmatz-Ed_Begley,Shivvy-Donald_Buka,Matty-Joseph_Pevney,Cy_Gordon-John_McIntire,Lt._Paul_Staller-Walter_Greaza,Ralph_Demory-Howard_Smith",William_Keighley,docudrama,,,
15923,15923,15923,15923,False,,0,"Drama,Comedy,Romance",,33729,tt0056940,English,Come Blow Your Horn,The story of a young man's decision to leave the home of his parents for the bachelor pad of his older brother who leads a swinging '60s lifestyle.,0.911508,http://img.omdbapi.com/?i=tt0056940&h=600&apikey=f3f2af9c,"Paramount_Pictures,Essex_Productions",United_States_of_America,1963-06-05,0.0,112.0,English,Released,"I tell ya, chum...laughs it is!",Come Blow Your Horn,False,5.0,3.0,1963,"Alan_Baker-Frank_Sinatra,Harry_R._Baker-Lee_J._Cobb,Mrs._Sophie_Baker-Molly_Picon,Buddy_Baker-Tony_Bill,Connie-Barbara_Rush,Peggy_John-Jill_St._John,Eckman-Dan_Blocker,Mrs._Eckman-Phyllis_McGuire,Mildred-Mary_Grace_Canfield,Waiter-Herbie_Faye,Elevator_Operator-Eddie_Quillan,Store_Manager-Grady_Sutton",Bud_Yorkin,"new_york,jewish_family",,,
16509,16509,16509,16509,False,,0,Horror,,30914,tt0060380,Portuguese,Esta Noite Encarnarei no Teu Cadáver,"Coffin Joe is still looking for the perfect woman to give birth to a son of his, and, cleared of the past crimes in the first film (At Midnight I'll Take Your Soul), keeps terrorizing the people in his small town with his iconoclast and sadistic practices.",1.415683,http://img.omdbapi.com/?i=tt0060380&h=600&apikey=f3f2af9c,Ibérica_Filmes,Brazil,1967-03-13,0.0,108.0,Português,Released,,This Night I'll Possess Your Corpse,False,6.5,14.0,1967,"Zé_do_Caixão-José_Mojica_Marins,Laura-Tina_Wohlers,Marcia-Nadia_Freitas,Truncador-Antonio_Fracari,Bruno-Jose_Lobo,-Oswaldo_De_Souza",José_Mojica_Marins,"coffin,corpse",,,
16690,16690,16690,16690,False,I_Spit_on_Your_Grave_Collection,2000000,"Thriller,Crime,Horror",,43947,tt1242432,English,I Spit on Your Grave,"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson.",12.805294,http://img.omdbapi.com/?i=tt1242432&h=600&apikey=f3f2af9c,"Anchor_Bay_Films,Cinetel_Films,Family_of_the_Year_Productions",United_States_of_America,2010-06-17,572809.0,108.0,English,Released,It's Date Night,I Spit on Your Grave,False,6.3,537.0,2010,"Jennifer_Hills-Sarah_Butler,Stanley-Daniel_Franzese,Matthew-Chad_Lindberg,John_'Johnny'_Miller-Jeff_Branson,Andy-Rodney_Eastman,Sheriff_Storch-Andrew_Howard,Earl-Tracey_Walter,Mrs._Storch-Mollie_Milligan,Chastity_Storch-Saxon_Sharbino",Steven_R._Monroe,"rape,fondling,revenge,writer,strangulation,female_writer,garden_shears,rape_and_revenge",,,
16746,16746,16746,16746,False,,0,"Drama,Thriller",,84207,tt0078150,English,Remember My Name,"Just released from prison, a young woman arrives in town to ""start a new life"", but soon begins stalking a married construction worker for no apparent reason, turning his life inside out and eventually terrorizing him and his wife.",0.324251,http://img.omdbapi.com/?i=tt0078150&h=600&apikey=f3f2af9c,"Columbia_Pictures,Lions_Gate_Films",United_States_of_America,1978-02-10,0.0,94.0,English,Released,Remember my name… or else.,Remember My Name,False,5.7,3.0,1978,"Emily-Geraldine_Chaplin,Neil_Curry-Anthony_Perkins,Pike-Moses_Gunn,Barbara_Curry-Berry_Berenson,Mr._Lee_Nudd-Jeff_Goldblum,Jeff_(as_Timothy_Thomerson)-Tim_Thomerson,Rita-Alfre_Woodard,Teresa-Marilyn_Coleman,Harry_(as_Jeffrey_S._Perry)-Jeff_Perry,Rusty_(as_Carlos_Brown)-Alan_Autry,Franks-Dennis_Franz",Alan_Rudolph,"prison,stalking,obsessive_compulsive_disorder",,,
16858,16858,16858,16858,False,,0,Documentary,,91459,tt0071680,English,Italianamerican,Filmmaker Martin Scorsese interviews his mother and father about their life in New York and family history back in Sicily.,0.945099,http://img.omdbapi.com/?i=tt0071680&h=600&apikey=f3f2af9c,,,1974-01-01,0.0,49.0,English,Released,,Italianamerican,False,6.6,10.0,1974,"Herself-Catherine_Scorsese,Himself-Charles_Scorsese,Himself_(uncredited)-Martin_Scorsese",Martin_Scorsese,"cooking,family_dinner,old_age_romance,interviews,history_lesson",,,
16906,16906,16906,16906,False,,0,Drama,,42819,tt0896923,English,The City of Your Final Destination,"28-year-old Kansas University doctoral student Omar Razaghi wins a grant to write a biography of Latin American writer Jules Gund. Omar must get through to three people who were close to Gund--his brother, widow, and younger mistress--so he can get authorization to write the biography. Written by Marisa_Gabriella, edited by Krystal Frauendienst",0.700028,http://img.omdbapi.com/?i=tt0896923&h=600&apikey=f3f2af9c,Hyde_Park_Films,United_States_of_America,2009-03-21,0.0,114.0,"English,Deutsch,Polski",Released,,The City of Your Final Destination,False,5.7,9.0,2009,"Young_Adam-Nicholas_Blandullo,Adam's_Mother-Sofia_Viruboff,Omar_Razaghi-Omar_Metwally,Deirdre_Rothemund-Alexandra_Maria_Lara,Arden_Langdon-Charlotte_Gainsbourg,Caroline_Gund-Laura_Linney,Alma-Norma_Argentina,Old_Gaucho-Hector_Fonseca,Adam_Gund-Anthony_Hopkins,Mrs._Van_Euwen-Norma_Aleandro,Pete-Hiroyuki_Sanada",James_Ivory,"based_on_novel,uruguay",,,
16995,16995,16995,16995,False,Death_Note_Collection,0,"Fantasy,Thriller,Mystery",,16140,tt0810827,Japanese,デスノート the Last name,"In the second installment of the Death Note film franchise, Light Yagami meets a second Kira and faithful follower Misa Amane and her Shinigami named Rem. Light attempts to defeat L along with Teru Mikami (a Kira follower) and Kiyomi Takada (another Kira follower) but in the end will Light win? or will a Shinigami named Ryuk make all the difference in Light's victory or his ultimate death?",5.082787,http://img.omdbapi.com/?i=tt0810827&h=600&apikey=f3f2af9c,Warner_Bros.,Japan,2006-10-28,50710400.0,141.0,"日本語,Polski",Released,The last name to be written in the DEATH NOTE... Whose name will it be?,Death Note: The Last Name,False,6.7,113.0,2006,"Light_Yagami-Tatsuya_Fujiwara,L-Kenichi_Matsuyama,Misa_Amane-Erika_Toda,Ryuuk_(voice)-Shidou_Nakamura,Soichiro_Yagami-Takeshi_Kaga,FBI_Agent_Ray-Shigeki_Hosokawa,Watari-Shunji_Fujimura,Kenzo_Mogi-Shin_Shimizu,Sota_Aoyama-Sota_Aoyama,Sayu_Yagami-Hikari_Mitsushima,Kiyomi_Takada-Nana_Katase",Shusuke_Kaneko,"manga,based_on_comic",,,
17151,17151,17151,17151,False,,4600000,"Drama,Comedy,Romance",http://www.namesoflovemovie.com/,50848,tt1646974,French,Le Nom des gens,"Bahia Benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. Generally, it works pretty well. Until the day she meets Arthur Martin, a discreet forty-something who doesn't like taking risks. She imagines that with a name like that, he's got to be slightly fascist. But names are deceitful and appearances deceiving..",4.786783,http://img.omdbapi.com/?i=tt1646974&h=600&apikey=f3f2af9c,"Canal+,TPS_Star,Delante_Films,TF1_Droits_Audiovisuels",France,2010-11-24,0.0,100.0,Français,Released,"Make Love, Not War",The Names of Love,False,7.3,94.0,2010,"Arthur_Martin-Jacques_Gamblin,Bahia_Benmahmoud-Sara_Forestier,Mohamed_Benmahmoud,_le_père_de_Bahia-Zinedine_Soualem,Lucien_Martin,_le_père_d'Arthur-Jacques_Boudet,Cécile_Benhmamoud,_la_mère_de_Bahia-Carole_Franck,Annette_Martin,_la_mère_d'Arthur-Michèle_Moretti,Annette_à_30_ans-Julia_Vaidis-Bogard,Nassim-Nabil_Massad,Hassan_Hassini-Zakariya_Gouram,Arthur_Martin_adolescent-Adrien_Stoclet,Arthur_Martin_enfant-Camille_Gigot,Bahia_Benmahmoud_enfant-Laura_Genovino,Annette_enfant-Rose_Marit,Le_pianiste-Yann_Goven,Une_ado,_la_première_copine_d'Arthur-Camille_Chalons,La_femme_qui_n'a_jamais_voté-Delphine_Baril",Michel_Leclerc,"female_nudity,political,voting_results",,,
17278,17278,17278,17278,False,,0,"Horror,Thriller",,11226,tt0073470,Italian,Nude Per L'assassino,"When a fashion model dies during an abortion, a series of murders begins, starting with her doctor. The next victims are connected to the modeling agency where she worked, Albatross, run by a hard edged and jealous bi-sexual, Gisella, married to a Farouk-like dissolute. One suspect is Carlo, a playboy photographer who has a hot temper and refuses to share information with the police. He becomes the lover of Magda, another photographer at the agency, who's probably in danger. The murderer wears a black motorcycle outfit and helmet. Will anyone discover the murderer's identity before the entire agency dies?",2.540103,http://img.omdbapi.com/?i=tt0073470&h=600&apikey=f3f2af9c,Fral_Spa,Italy,1975-08-24,0.0,98.0,Italiano,Released,,Strip Nude for Your Killer,False,6.4,16.0,1975,"Magda_Cortis-Edwige_Fenech,Carlo_Bianchi-Nino_Castelnuovo,Lucia_Cerrazini-Femi_Benussi,Maurizio_Montani-Franco_Diogene,Patrizia-Solvi_Stübing,Doris-Erna_Schürer,Gisella_Montani_(as_Amanda)-Amanda,Police_Commissioner-Lucio_Como,Mario-Claudio_Pellegrini",Andrea_Bianchi,"male_nudity,female_nudity,murder_hunt",,,
17412,17412,17412,17412,False,,49900000,Comedy,http://www.yourhighnessmovie.net/,38319,tt1240982,English,Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",5.67375,http://img.omdbapi.com/?i=tt1240982&h=600&apikey=f3f2af9c,"Universal_Pictures,Stuber_Productions",United_States_of_America,2011-04-08,26121638.0,102.0,English,Released,Get your quest on.,Your Highness,False,5.2,511.0,2011,"Thadeous-Danny_McBride,Fabious-James_Franco,Isabel-Natalie_Portman,Belladonna-Zooey_Deschanel,Leezar-Justin_Theroux,Julie-Toby_Jones,Boremont-Damian_Lewis,Courtney-Rasmus_Hardiker,Manious_the_Bold-Simon_Farnaby,Thundarian-Deobia_Oparei,King_Tallious-Charles_Dance,Royal_Advisor-B.J._Hogg,Mother-Matyelok_Gibbs,Mother-Angela_Pleasence,Mother-Anna_Barry,The_Giant_Troll-Michael_Clarke_Duncan,Maiden-Amber_Anderson,Marteetee-John_Fricker,Narrator_/_Soul_of_the_Maze-Charles_Shaughnessy,Forest_Woman-Rhian_Sugden,Forest_Woman-Amii_Grove,Forest_Woman-Madison_Welch,Regina-Eva_Wyrwal,Minotaur-Brian_Steele,Daronius_the_Swift-David_Garrick,Handmaiden-Caroline_Grace-Cassidy,Warlock-Julian_Rhind-Tutt",David_Gordon_Green,"kidnapping,traitor,virgin,prince,princess,revenge,minotaur,knight,dragon,wedding,king,sword_and_sorcery",,,
17646,17646,17646,17646,False,,0,"Drama,Comedy,Romance",,76382,tt0031282,English,Eternally Yours,"Anita, engaged to solid Don Barnes, is swept off her feet by magician Arturo. Before you can say presto, she's his wife and stage assistant on a lengthy world tour. But Anita is annoyed by Arturo's constant flirtations, and his death-defying stunts give her nightmares. And forget her plan to retire to a farmhouse. Eventually, she has had enough and disappears.",0.077341,http://img.omdbapi.com/?i=tt0031282&h=600&apikey=f3f2af9c,Walter_Wagner_Productions,,1939-10-07,0.0,95.0,English,Released,She lived at the edge of life - with out-stretched arms . . . too short to reach it! Romance - a baffling reality.,Eternally Yours,False,4.5,2.0,1939,"Anita_Halstead-Loretta_Young,Tony_aka_The_Great_Arturo-David_Niven,Aunt_Abby-Billie_Burke,Gramps_aka_Bishop_Peabody-C._Aubrey_Smith,Mrs._Cary_Bingham-Zasu_Pitts,Don_Burns-Broderick_Crawford,Gloria-Eve_Arden,Benton-Hugh_Herbert,Mr._Harley_Bingham-Raymond_Walburn,Lola_De_Vere-Virginia_Field,Mr._Morrisey-Ralph_Graves,Mr._Howard-Lionel_Pape,Master_of_Ceremonies-Fred_Keating,Detective-Richard_Allen,Ship_Captain-Granville_Bates,Dowager-May_Beatty,Blonde_on_Stage-Hillary_Brooke,Officer-George_Cathrey,British_Pilot-Patti_Davis,Peabody's_Housekeeper-Mary_Field,Nightclub_Extra-Bess_Flowers,Pilot-Tay_Garnett,Detective-Jack_Green,Boy_Boxer-Larry_Harris,Heckler-Al_Hill,Captain_Vickers-Leyland_Hodgson,Audience_Extra-Arthur_Stuart_Hull,Boy_Boxer-Dickie_Jackson,Police_Official-Walter_James,Doctor-Frank_Jaquet,Butler-Paul_Le_Paul,Ship's_Officer-Ralph_McCullough,Girl_at_Shower-Doreen_McKay,Waitress-Dennie_Moore,Nightclub_Extra-Edmund_Mortimer,Waiter-Ralph_Norwood,Nightclub_Waiter-William_H._O'Brien,Ship's_Officer-Broderick_O'Farrell,Croupier-Franklin_Parker,Scotland_Yard_Man-Claude_Payton,Ship's_Officer-Jack_Perrin,Ralph,_Gloria's_Husband-Walter_Sande,Reno_Lawyer_Jones-Edwin_Stanley,Nightclub_Extra-Larry_Steers,Girl_at_Shower-Eleanor_Stewart,Girl_at_Shower-Patricia_Stillman,Girl_at_Shower-Luana_Walters,Stage_Manager-Billy_Wayne,Phillips-Douglas_Wood,Girl_at_Shower-Evelyn_Woodbury,Scotland_Yard_Man-John_Rice",Tay_Garnett,,,,
17941,17941,17941,17941,False,,0,Mystery,,42077,tt0037932,English,My Name Is Julia Ross,"Julia Ross secures employment, through a rather-noisy employment agency, with a wealthy widow, Mrs. Hughes",1.088878,http://img.omdbapi.com/?i=tt0037932&h=600&apikey=f3f2af9c,Columbia_Pictures_Corporation,United_States_of_America,1945-11-08,0.0,65.0,English,Released,"She went to sleep as a secretary ... and woke up a madman's ""bride""!",My Name Is Julia Ross,False,5.1,12.0,1945,"Julia_Ross-Nina_Foch,Mrs._Hughes-Dame_May_Whitty,Ralph_Hughes-George_Macready,Dennis_Bruce-Roland_Varno,Sparkes_(as_Anita_Bolster)-Anita_Sharp-Bolster,Mrs._Mackie-Doris_Lloyd,Alice_(uncredited)-Queenie_Leonard,Bertha_(uncredited)-Joy_Harington,Peters_(uncredited)-Leonard_Mudie,Mrs._Robinson_(uncredited)-Ottola_Nesmith",Joseph_H._Lewis,"kidnapping,film_noir",,,
17983,17983,17983,17983,False,,0,"Romance,Drama",,115596,tt0427424,Japanese,Kanzashi,"Emi Ota and her friend Okiku stay briefly at a mountain inn and then return to Tokyo. Later, Nanmura, a soldier on leave, steps on an ornamental hairpin in the public bath at the inn. Emi writes to the inn saying she has lost a hairpin and, when she discovers that it injured Nanmura, returns to apologize. The longer term visitors at the inn meet together to discuss the hairpin incident. These include a grumpy Professor, a young couple Mr and Mrs Hiroyasu, and an old man staying with his two grandsons. They hope to see a romance blossom between Nanmura and Emi, after Nanmura declares that there is something almost poetic in finding a hairpin in the bath.",0.212205,http://img.omdbapi.com/?i=tt0427424&h=600&apikey=f3f2af9c,Shôchiku_Eiga,Japan,1941-08-26,0.0,75.0,日本語,Released,,Ornamental Hairpin,False,6.0,3.0,1941,"Hiroyasu-Shin'ichi_Himori,Old_Man-Kanji_Kawara,Okiku-Hiroko_Kawasaki,-Koji_Matsumoto,His_wife-Hideko_Mimura,-Tsuneo_Osugi,Jiro-Masayoshi_Otsuka,Osamura-Chishu_Ryu,Professor_Katae-Tatsuo_Saitô,-Takeshi_Sakamoto,Emi-Kinuyo_Tanaka,-Kayoko_Terada,Taro-Jun_Yokoyama,-Munenobu_Yui",Hiroshi_Shimizu,,,,
17992,17992,17992,17992,False,,0,,,70803,tt0010071,English,Don't Change Your Husband,"Leila porter comes to dislike her husband James, a glue king who is always eating onions and looking sloppy. But after she divorces him and marries two-timing playboy Schuyler Van Sutphen the now-reformed James looks pretty good.",0.125202,http://img.omdbapi.com/?i=tt0010071&h=600&apikey=f3f2af9c,,,1919-01-26,0.0,71.0,,Released,,Don't Change Your Husband,False,7.0,3.0,1919,"Leila_Porter-Gloria_Swanson,James_Denby_Porter-Elliot_Dexter",Cecil_B._DeMille,,,,
18037,18037,18037,18037,False,,0,Comedy,,83015,tt0042541,English,The Happiest Days of Your Life,"Nutbourne College, an old established, all-boys, boarding school is told that another school is to be billeted with due to wartime restrictions. The shock is that it's an all-girls school that has been sent. The two head teachers are soon battling for the upper hand with each other and the Ministry. But a crisis (or two) forces them to work together.",0.390579,http://img.omdbapi.com/?i=tt0042541&h=600&apikey=f3f2af9c,"London_Film_Productions,Individual_Pictures",United_Kingdom,1950-01-01,0.0,81.0,English,Released,,The Happiest Days of Your Life,False,5.9,10.0,1950,"Wetherby_Pond-Alastair_Sim,Muriel_Whitchurch-Margaret_Rutherford,Victor_Hyde-Brown:_Staff_of_Nutbourne-Guy_Middleton,Miss_Gossage:_Staff_of_St._Swithin's-Joyce_Grenfell,Rainbow:_Staff_of_Nutbourne-Edward_Rigby,Miss_Jezzard:_Staff_of_St._Swithin's-Muriel_Aked,Richard_Tassell:_Staff_of_Nutbourne-John_Bentley,Miss_Harper:_Staff_of_St._Swithin's-Bernadette_O'Farrell,Arnold_Billings:_Staff_of_Nutbourne-Richard_Wattis,Mrs._Hampstead:_Staff_of_Nutbourne-Gladys_Henson,Conrad_Matthews:_Staff_of_Nutbourne-John_Turnbull,Monsieur_Joue:_Staff_of_Nutbourne-Percy_Walsh,Anthony_Ramsden:_Staff_of_Nutbourne-Arthur_Howard,Miss_Chapel:_Staff_of_St._Swithin's-Myrette_Morven,Mr._West-Russell_Waters,Dr._Collet-Laurence_Naismith,Angela_Parry-Patricia_Owens,Sir_Angus_McNally-Kenneth_Downey,Rev._Rich-Stringer_Davis,Barbara_Colhoun-Angela_Glynne,Edwin:_Staff_of_Nutbourne-Harold_Goodwin,Alice-Margaret_Anderson,Miss_Armstrong:_Staff_of_St._Swithin's-Patience_Rentoul,Miss_Curtis:_Staff_of_St._Swithin's-Lilian_Stanley,Mr._Parry-Stanley_Lemin,Mrs._Parry-Olwen_Brookes,Mr._Ibbertson-Alan_Broadhurst,Mrs._Ibbertson-Vivien_Wood,Mrs._Jones-Nan_Munro,Mr._Tripp-George_Benson,Mary-Betty_Blackler,Metcalf-Fred_Marshall,Cranbourne-John_Rhodes,Talbot-Jim_Davis,Unsworth-Keith_Faulkner,Oliver-William_Simonds",Frank_Launder,,,,
18144,18144,18144,18144,False,,20000000,"Comedy,Romance",http://www.whatsyournumbermovie.com/,63492,tt0770703,English,What's Your Number?,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",6.958086,http://img.omdbapi.com/?i=tt0770703&h=600&apikey=f3f2af9c,"Regency_Enterprises,Contrafilm,New_Regency_Pictures",United_States_of_America,2011-09-30,30426096.0,106.0,English,Released,Ally's looking for the best ex of her life.,What's Your Number?,False,6.2,689.0,2011,"Colin_Shea-Chris_Evans,Ally_Darling-Anna_Faris,Simon_Forester-Martin_Freeman,Disgusting_Donald-Chris_Pratt,Daisy_Darling-Ari_Graynor,Ava_Darling-Blythe_Danner,Mr._Darling-Ed_Begley_Jr.,Jake_Adams-Dave_Annable,Roger_the_Boss-Joel_McHale,Rick-Zachary_Quinto,Sheila-Eliza_Coupe,Dave_Hansen-Mike_Vogel,Gerry_Perry-Andy_Samberg,Eddie_Vogel-Oliver_Jackson-Cohen,Dr._Barrett_Ingold-Thomas_Lennon,Tom_Piper-Anthony_Mackie,Justin-Jackson_Nicoll,Jacinda-Ivana_Miličević,Eileen-Heather_Burns,Katie-Kate_Simses,Jamie-Tika_Sumpter,Cara-Denise_Vasi,Brad-Jason_Bowen,Gene-Tyler_Peck,Sheila's_Mom-Jacquelyn_Doucette,Plant_Lady-Sondra_James,Boyfriend_Rick-Zachary_Quinto,14_Year_Old_Ally-Nadine_Jacobson,14_Year_Old_Jake-Colby_Parsons,Jay-Aziz_Ansari,Kevin-Ed_Jewett,Maître_D'_at_Italian_Restaurant-Lonnie_Farmer,Man_at_Library-Dale_Place,Officiant_at_Wedding-Bronwen_Booth,Wedding_Singer_(uncredited)-John_Franchi,High-End_Restaurant_Patron_/_Commuter_/_Dancing_Wedding_Guest_(uncredited)-Dan_Marshall,Wedding_Guest_(uncredited)-Stephanie_Atkinson",Mark_Mylod,"based_on_novel,loser,magazine,womanizer,mission,search,boyfriend,husband,fired,past_relationship",,,
