,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
2096,2096,False,,35000000,"Adventure,Drama,Action",,847,tt0096446,English,Willow,"Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.",9.918312,/uxB76XmAMEFeeaRqsPAVumn6rTE.jpg,"Lucasfilm,Metro-Goldwyn-Mayer_(MGM),Imagine_Films_Entertainment",United_States_of_America,1988-05-01,57269863.0,126.0,English,Released,Adventure doesn't come any bigger than this.,Willow,False,6.9,484.0,1988,"Warwick Davis,Val Kilmer,Joanne Whalley,Jean Marsh,Patricia Hayes,Billy Barty,Pat Roach,Gavin O'Herlihy,David Steinberg,Phil Fondacaro,Mark Northover,Tony Cox,Kevin Pollak,Rick Overton,Maria Holvoe,Julie Peters,Dawn Downing,Mark Vande Brake,Zulema Dene,Ruth Greenfield,Kate Greenfield,Kenny Baker,Ashley C. Williams,Michael Cotterill,Joanna Dickens,Jennifer Guy,Ron Tarr",Ron Howard,"prophecy,falsely accused,baby,monster,hero,queen,traitor,magic,fantasy,castle,sorcerer's apprentice,black magic,aggression by animal,mission",847.0,115680.0,144982.0
2210,2210,False,The Space Odyssey Series,28000000,"Thriller,Science_Fiction",,4437,tt0086837,English,2010,"This is a sequel to 2001 A Space Odyssey. It is now 2010 and both the Americans and the Russians are racing to get to Jupiter to investigate the black monolith (similar to the one found in Lunar Crater Clavius) which was found by the U.S.S. Discovery in orbit around Jupiter's moons. The U.S.S. Discovery's orbit is rapidly decaying and it will crash into IO but the Americans cannot get there in time to save U.S.S. Discovery. The Russians can get to Jupiter in time but only the Americans have the knowledge to access and awaken the U.S.S. Discovery's H.A.L.9000 sentient computer. This forces a joint American-Soviet space expedition against a backdrop of growing global tensions. The combined expedition is seeking answers to several mysteries. What is the significance of the black monolith? Why did H.A.L.9000 act so bizarrely and terminate 4 of 5 of the U.S.S. Discovery's crew? What happened to David Bowman? Along the way, curious data is detected  ...",7.482865,/9Rcz2n16HEYRi2EKGliByP6ESYR.jpg,Metro-Goldwyn-Mayer_(MGM),United_States_of_America,1984-12-06,40400657.0,116.0,"English,Pусский",Released,"""Something wonderful is going to happen""",2010,False,6.6,290.0,1984,"Roy Scheider,John Lithgow,Helen Mirren,Bob Balaban,Keir Dullea,Douglas Rain,Madolyn Smith Osborne,Savely Kramarov,Taliesin Jaffe,James McEachin,Mary Jo Deschanel,Elya Baskin,Dana Elcar,Oleg Rudnik,Natasha Shneider,Vladimir Skomarovsky,Victor Steinbach,Candice Bergen",Peter Hyams,"jupiter,super computer,space travel,space mission,ghost ship,outer space,astronaut,monolith",4437.0,76786.0,11906.0
2318,2318,False,,0,"Drama,Thriller",,44326,tt0091024,English,Extremities,"A woman escapes from the man who is about to rape her, but leaves her purse behind. Afraid that her attacker might come after her, she goes to the police, but with no proof of the incident, they can do nothing. In fact, the man does use the information in her bag and comes to her apartment with the intent of rape, but she sprays him in the face with insect repellent, and then holds him captive. She is then faced with deciding whether to go to the police who might not believe her and release him, or to kill him.",10.273979,/pMN14kaump5CrzbSl1C0a2E0M4f.jpg,Atlantic_Entertainment_Group,United_States_of_America,1986-08-22,13418091.0,89.0,English,Rumored,"When fear made her a victim, she turned fear into a weapon.",Extremities,False,6.0,13.0,1986,"Farrah Fawcett,James Russo,Alfre Woodard,Diana Scarwid,Sandy Martin,Eddie Velez,Tom Everett,Donna Lynn Leavy,Enid Kent,Michael Hennessy,Danika Hendrickson,Clare Wren,James Avery",Robert M. Young,"nudity,harassment,revenge,suspense,rape attempt,torture,grave digging,submission,defenseless woman,police inaction",,,
2410,2410,False,,0,"Thriller,Crime,Drama,Mystery",,1847,tt0070334,English,The Long Goodbye,Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.,7.204017,/gPOuGW8hIMhs7JvyxcZiSHuvy3C.jpg,"Lions_Gate_Films,E-K-Corporation",United_States_of_America,1973-03-07,0.0,113.0,English,Released,Nothing says goodbye like a bullet...,The Long Goodbye,False,7.3,112.0,1973,"Elliott Gould,Nina van Pallandt,Sterling Hayden,Mark Rydell,David Arkin,Warren Berlinger,Jim Bouton,Henry Gibson,Jo Ann Brody,Jack Knight,Pepe Callahan,Vincent Palmieri,Enrique Lucero,Pancho Córdova,David Carradine,Arnold Schwarzenegger",Robert Altman,"detective,mission of murder,police operation,victim of murder,united states–mexico barrier,police,suspense,los angeles,philip marlowe,neo-noir",1847.0,117443.0,73135.0
2645,2645,False,,24500000,"Adventure,Drama,Action,History",,11416,tt0091530,English,The Mission,"Jeremy Irons plays a Spanish Jesuit who goes into the South American wilderness to build a mission in the hope of converting the Indians of the region. Robert DeNiro plays a slave hunter who is converted and joins Irons in his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portugese aggressors.",11.241995,/cFrCh3cXQIjDaHYeZspSGSx7wGM.jpg,"Goldcrest_Films_International,AMLF,Warner_Bros.,Enigma_Productions,Kingsmere_Productions_Ltd.","France,United_Kingdom",1986-09-29,17218023.0,126.0,"English,,Latin,Español",Released,,The Mission,False,7.1,295.0,1986,"Robert De Niro,Jeremy Irons,Ray McAnally,Aidan Quinn,Liam Neeson,Cherie Lunghi,Ronald Pickup,Chuck Low,Bercelio Moya,Sigifredo Ismare,Daniel Berrigan",Roland Joffé,"christianity,mission,colonisation,south america,spanish,18th century,indigenous peoples,assimilation,jesuit priest",,,
2703,2703,False,,45000000,"Drama,Mystery,Thriller,Crime",,9944,tt0107798,English,The Pelican Brief,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,8.708306,/kIvGL0pyXY3TzWHrUV0ytEJDgCX.jpg,Warner_Bros.,United_States_of_America,1993-12-16,195268056.0,141.0,English,Released,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,The Pelican Brief,False,6.3,377.0,1993,"Julia Roberts,Denzel Washington,Sam Shepard,William Atherton,John Lithgow,Tom Quinn,John Heard,Hume Cronyn,Tony Goldwyn,Robert Culp,Stanley Tucci,Cynthia Nixon",Alan J. Pakula,"judge,professor,mission of murder,supreme court",,,
2726,2726,False,,160000000,"Adventure,Fantasy,Action",,1911,tt0120657,English,The 13th Warrior,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.",10.308026,/ooR8S0O0ZgxK2OBnT1GWHrr9w92.jpg,Touchstone_Pictures,United_States_of_America,1999-08-27,61698899.0,102.0,"English,Norsk",Released,Prey for the living.,The 13th Warrior,False,6.4,524.0,1999,"Antonio Banderas,Vladimir Kulich,Dennis Storhøi,Daniel Southern,Clive Russell,Mischa Hausserman,Richard Bremmer,Diane Venora,Neil Maffin,John DeSantis,Oliver Sveinall,Asbjørn 'Bear' Riis,Tony Curran,Albie Woodington,Omar Sharif,Erick Avari,John Bear Curtis,Andrew Kavadas,Richard Ooms",John McTiernan,"witch,cave,arabian,scandinavia,bagdad,viking,iraq,war,mission",1911.0,118998.0,3050.0
2727,2727,False,,75000000,"Drama,Science_Fiction,Thriller",,2900,tt0138304,English,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",14.705865,/2zm3a3453aWN078Qd6nIQngbEkM.jpg,"New_Line_Cinema,Mad_Chance",United_States_of_America,1999-08-26,19598588.0,109.0,English,Released,How well do you know the one you love?,The Astronaut's Wife,False,5.5,263.0,1999,"Johnny Depp,Charlize Theron,Joe Morton,Clea DuVall,Nick Cassavetes,Donna Murphy,Gary Grubbs,Blair Brown,Tom Noonan,Tom O'Brien,Lucy Lin,Michael Crider,Samantha Eggar,Rondi Reed,Conrad Bachmann,Sarah Dampf,Charles Lanyer,Gary Carlos Cervantes,Seth Barrish,Ellen Lancaster,Julian Barnes,Priscilla Shanks,Jennifer Burry,Susan Cella,Linda Powell,Elston Ridgle,Robert Sella,Samantha Carpel,Stephen Berger,Michael Luceri,Ben Van Bergen,Edward Kerr,Cole Sprouse,Dylan Sprouse,Carl Burrows,Buck Holland",Rand Ravich,"wife husband relationship,space travel,space,mission,pregnancy,astronaut",2900.0,95652.0,29787.0
2803,2803,False,,0,Drama,,61369,tt0023369,English,Rain,A missionary tries to reform a prostitute trapped on a Pacific island.,0.577818,/96QZLgnFYyu18zoTZJIVCb3brkz.jpg,Feature_Productions,United_States_of_America,1932-10-12,0.0,94.0,English,Released,A woman without shame. A woman without soul.,Rain,False,5.1,8.0,1932,"Joan Crawford,Walter Huston,Matt Moore,Guy Kibbee,William Gargan,Beulah Bondi,Kendall Lee,Mary Shaw,Fred Howard,Ben Hendricks Jr.,Walter Catlett",Lewis Milestone,"missionary,prostitute,rain,deluge,black and white,pre-code,persecution,tropics",,,
2826,2826,False,,0,"Drama,Romance",,851,tt0037558,English,Brief Encounter,"Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.",5.408818,/yEnLvpbX5c3cUsBqXBufoOzjO00.jpg,Cineguild,United_Kingdom,1945-11-24,0.0,86.0,English,Released,A story of the most precious moments in woman's life!,Brief Encounter,False,7.6,123.0,1945,"Celia Johnson,Trevor Howard,Stanley Holloway,Joyce Carey,Cyril Raymond,Everley Gregg,Marjorie Mars,Margaret Barton,Alfie Bass,Wallace Bosco,Sydney Bromley,Valentine Dyall,Irene Handl,Dennis Harkin,Avis Scott",David Lean,"adultery,infidelity,passion,housewife,tea,duty,marriage,doctor,guilt,tearjerker,impossible love",851.0,115632.0,549.0
2843,2843,False,The Dirty Dozen Collection,5400000,"Action,Adventure,War",,1654,tt0061578,English,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",15.640007,/5SawqeuARDbUPrFohTulwd2PZ2N.jpg,"Metro-Goldwyn-Mayer_(MGM),Seven_Arts_Pictures,MKH","United_Kingdom,United_States_of_America",1967-06-15,45300000.0,150.0,"Latin,English,Deutsch,Français,Español",Released,Train them! Excite them! Arm them!...Then turn them loose on the Nazis!,The Dirty Dozen,False,7.5,309.0,1967,"Lee Marvin,Ernest Borgnine,Charles Bronson,Jim Brown,John Cassavetes,Richard Jaeckel,George Kennedy,Trini López,Ralph Meeker,Robert Ryan,Telly Savalas,Donald Sutherland,Clint Walker,Robert Webber,Tom Busby,Ben Carruthers,Stuart Cooper,Robert Phillips,Colin Maitland,Al Mancini,George Roubicek,Thick Wilson,Michael Anthony,Leo Britt,Alan Chuntz,Gary Files,Judith Furse,Hal Galili,Romo Gorrara,Willoughby Gray,Gerard Heinz,John G. Heller,George Hilsdon,John Hollis,Alf Joint,Juba Kennerley,Hildegard Knef,Ann Lancaster,Richard Marner,Dick Miller,Lionel Murton,Suzanne Owens-Duval,Mike Reid,Terry Richards,Frederick Schiller,Michael Segal,Richard Shaw,Warren Stanhope,Hedger Wallace,Theodore Wilhelm,Rocky Taylor,Burnell Tucker,Vicki Woolf,Aileen Lewis",Robert Aldrich,"based on novel,world war ii,nazis,castle,secret mission,u.s. army,training,hand grenade,fistfight,mission,shootout,suicide mission,soldier,explosion,commando,behind enemy lines,military police",1654.0,119095.0,29911.0
2847,2847,False,James Bond Collection,2000000,"Action,Thriller,Adventure",http://www.mgm.com/view/movie/717/From-Russia-With-Love/,657,tt0057076,English,From Russia with Love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",12.536729,/fvIG285JwenrV1K6kVASi1TECJ0.jpg,"United_Artists,Eon_Productions,Danjaq",United_Kingdom,1963-10-11,78898765.0,115.0,"English,Pусский,Türkçe,Română",Released,The world's masters of murder pull out all the stops to destroy Agent 007!,From Russia with Love,False,6.9,773.0,1963,"Sean Connery,Daniela Bianchi,Pedro Armendáriz,Lotte Lenya,Robert Shaw,Bernard Lee,Eunice Gayson,Walter Gotell,Francis de Wolff,Nadja Regin,Lois Maxwell,Aliza Gur,Desmond Llewelyn,Vladek Sheybal,George Pastell,Martine Beswick,Jan Williams,Peter Madden,Julie Mendez,Anthony Dawson,Hasan Ceylan,Neville Jason,Peter Bayliss,Nusret Ataer,Peter Brayham,Bill Brandon,Moris Farhi,Alf Mangan,Dido Plumb,Ernie Rice,Fred Wood,Andre Charisse,Hugo de Vernier,Elizabeth Counsell,Michael Culver,Victor Harrington,Aileen Lewis,Barbara Jefford,Jim O'Brady,Eric Pohlmann,Pat Ryan,Bob Simmons,Gordon Sterne,Nikki Van der Zyl,Bedri Çavusoglu",Terence Young,"venice,london england,terror,england,assassination,spy,assassin,istanbul,russia,secret mission,secret organization,secret intelligence service,kgb,orient express,zagreb,gondola,phantom,villain,duringcreditsstinger",657.0,111787.0,16417.0
2848,2848,False,James Bond Collection,950000,"Adventure,Action,Thriller",http://www.mgm.com/#/our-titles/566/Dr.-No,646,tt0055928,English,Dr. No,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",19.931606,/gRdfLVVf6FheOw6mw6wOsKhZG1l.jpg,"United_Artists,Eon_Productions",United_Kingdom,1962-10-04,59600000.0,110.0,"English,Français",Released,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,False,6.9,953.0,1962,"Sean Connery,Ursula Andress,Joseph Wiseman,Jack Lord,Bernard Lee,Anthony Dawson,Zena Marshall,John Kitzmiller,Eunice Gayson,Lois Maxwell,Peter Burton",Terence Young,"london england,england,assassination,spy,casino,exotic island,card game,space marine,intelligence,jamaica,secret base,secret mission,baccarat,secret organization,secret intelligence service,nuclear radiation,villain,secret agent,atomic reactor",,,
2888,2888,False,James Bond Collection,28000000,"Adventure,Action,Thriller",http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/,699,tt0082398,English,For Your Eyes Only,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,9.765123,/vpZZZ2eq8z4I6PSeGxR2UWNciGG.jpg,"United_Artists,Eon_Productions","United_Kingdom,United_States_of_America",1981-06-23,195312802.0,127.0,"ελληνικά,English,Italiano",Released,"No one comes close to James Bond, 007.",For Your Eyes Only,False,6.3,497.0,1981,"Roger Moore,Carole Bouquet,Chaim Topol,Lynn-Holly Johnson,Julian Glover,Cassandra Harris,Jill Bennett,Michael Gothard,John Wyman,Jack Hedley,Lois Maxwell,Desmond Llewelyn,Geoffrey Keen,Walter Gotell,James Villiers,John Moreno,Charles Dance,Paul Angelis,Toby Robins,Jack Klaff,Alkis Kritikos,Stag Theodore,Stefan Kalipha,Graham Crowden,Noel Johnson,William Hoyland,Paul Brooke,Fred Bryant,Robbin Young,Graham Hawkes,John Wells,Janet Brown,Maureen Bennett,Andy Bradford,Jeremy Bulloch,Clive Curtis,Lalla Dean,Evelyn Drogue,Sheena Easton,Eva Rueber-Staier",John Glen,"london england,submarine,england,sea,assassin,mountain,undercover,olympic games,drug traffic,secret mission,secret intelligence service,kgb,coral reef,ski jump,parrot,cryptographic device,gang of smugglers,figure skating,motorcycle,monastery,british secret service,skiing",699.0,103095.0,277270.0
2890,2890,False,James Bond Collection,7000000,"Adventure,Action,Thriller",http://www.mgm.com/view/movie/1130/Live-and-Let-Die/,253,tt0070328,English,Live and Let Die,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,9.773768,/p34OScaro2KdISrT4EMfeh1aS0E.jpg,"United_Artists,Eon_Productions,Danjaq",United_Kingdom,1973-07-05,161777836.0,121.0,"English,Magyar",Released,Roger Moore is James Bond.,Live and Let Die,False,6.4,540.0,1973,"Roger Moore,Yaphet Kotto,Jane Seymour,Clifton James,Julius Harris,Geoffrey Holder,David Hedison,Gloria Hendry,Bernard Lee,Lois Maxwell,Tommy Lane,Earl Jolly Brown,Lon Satton,Madeline Smith,Roy Stewart",Guy Hamilton,"london england,new york,bomb,england,spy,sheriff,dual identity,secret identity,boat,drug traffic,tarot cards,heroin,crocodile,jamaica,secret mission,secret intelligence service,drug smuggle,voodoo,tombstone,aftercreditsstinger",253.0,110148.0,628.0
